query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.11646/zootaxa.4890.4.7,0,2020.0,"Andricus forni Pujade-Villar &amp;amp; Nicholls n. sp., a new species of oak gallwasp from China (Hymenoptera: Cynipidae)",94.36287,10.3958/059.039.0110,4,JULI PUJADE-VILLAR,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.32870/dugesiana.v25i2.7051,0,2018.0,Descripción de Amphibolips cibriani Pujade-Villar n. sp. para México (Hymenoptera: Cynipidae: Cynipini),90.77123,10.3958/059.039.0110,5,,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.53749/fem.0081004,0,2022.0,"Andricus protuberans Pujade-Villar &amp; Ferrer-Suay IS A SEXUAL FORM (HYM., CYNIPIDAE, CYNIPINI)",88.22297,10.3958/059.039.0110,6,Víctor Cuesta-Porta,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.11646/zootaxa.2335.1.2,0,2010.0,"A new genus of oak gallwasps, Kinseyella Pujade-Villar &amp;amp; Melika, with a description of a new species from Mexico (Hymenoptera: Cynipidae: Cynipini)",87.01919,10.3958/059.039.0110,7,J. PUJADE-VILLAR,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.11646/zootaxa.4993.1.1,0,2021.0,"Three new Nearctic genera of oak cynipid gall wasps (Hymenoptera: Cynipidae: Cynipini): Burnettweldia Pujade-Villar, Melika &amp;amp; Nicholls, Nichollsiella Melika, Pujade-Villar &amp;amp; Stone, Disholandricus Melika, Pujade-Villar &amp;amp; Nicholls; and re-establishment of the genus Paracraspis Weld",85.66296,10.3958/059.039.0110,8,GEORGE MELIKA,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.5565/rev/orsis.46,0,2017.0,"Revisió del gènere de cinípid «Zapatella» Pujade-Villar &amp; Melika amb la descripció de dues espècies noves de Colòmbia (Hymenoptera, Cynipidae, Cynipini)",84.640396,10.3958/059.039.0110,9,Sara Fernández-Garzón,J. Pujade-Villar
<i>Andricus breviramuli</i>Pujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar,10.11646/zootaxa.4869.4.3,0,2020.0,"A new species of Cerroneuroterus Melika &amp;amp; Pujade-Villar from the Eastern Palaearctic (Hymenoptera, Cynipidae, Cynipini)",84.26008,10.3958/059.039.0110,10,JULI PUJADE-VILLAR,J. Pujade-Villar
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.1007/s00703-013-0298-9,1,2014.0,Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation,90.64927,10.1007/s00703-013-0298-9,1,Eric Girard,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.1007/s00024-016-1294-z,0,2016.0,Importance of Chemical Composition of Ice Nuclei on the Formation of Arctic Ice Clouds,46.158474,10.1007/s00703-013-0298-9,2,Setigui Aboubacar Keita,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/acp-2018-714-rc1,0,2018.0,Review for &amp;amp;#8220;The relative impact of cloud condensation nuclei and ice nucleating particle concentrations on phase-partitioning in Arctic Mixed-Phase Stratocumulus Clouds&amp;amp;#8221;,38.26437,10.1007/s00703-013-0298-9,3,,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/acp-2021-686,0,2021.0,Relative importance and interactions of primary and secondary ice production in the Arctic mixed-phase clouds,38.107098,10.1007/s00703-013-0298-9,4,Xi Zhao,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.1016/j.atmosres.2004.08.002,0,2005.0,"Effects of arctic sulphuric acid aerosols on wintertime low-level atmospheric ice crystals, humidity and temperature at Alert, Nunavut",36.358803,10.1007/s00703-013-0298-9,5,Eric Girard,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/acp-2021-686-supplement,0,2021.0,"Supplementary material to ""Relative importance and interactions of primary and secondary ice production in the Arctic mixed-phase clouds""",36.21781,10.1007/s00703-013-0298-9,6,Xi Zhao,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/amt-2019-231-rc2,0,2019.0,"Review of ""Spatiotemporal variability of shortwave radiation introduced by clouds over the Arctic sea ice""",35.564495,10.1007/s00703-013-0298-9,7,,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/acp-2021-621-rc1,0,2021.0,"Review for Shi et al. entitled &amp;amp;#8220;Relative importance of high-latitude local and long-range transported dust to Arctic ice nucleating particles and impacts on Arctic mixed-phase clouds&amp;amp;#8220;, submitted to Atmospheric Chemistry and Physics",35.26528,10.1007/s00703-013-0298-9,8,,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.1002/joc.3454,0,2013.0,"Assessment of the effects of acid‐coated ice nuclei on the Arctic cloud microstructure, atmospheric dehydration, radiation and temperature during winter",34.551697,10.1007/s00703-013-0298-9,9,Eric Girard,Eric Girard
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard,10.5194/acp-2021-621,0,2021.0,Relative Importance of High-Latitude Local and Long-Range Transported Dust to Arctic Ice Nucleating Particles and Impacts on Arctic Mixed-Phase Clouds,33.917336,10.1007/s00703-013-0298-9,10,Yang Shi,Eric Girard
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1007/bf01141701,1,1984.0,"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents",64.51234,10.1007/bf01141701,1,L. V. Samsonova,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1021/acs.est.4c01530.s001,0,,Role of Direct and Sensitized Photolysis in the Photomineralization of Dissolved Organic Matter and Model Chromophores to Carbon Dioxide,34.45004,10.1007/bf01141701,2,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1007/bf00951892,0,1980.0,"Phenyl-substituted 1,4-benzoquinone diazides. 4. Thermal decomposition of 2,6-diphenyl-1,4-benzoquinone diazide in oxygen-containing organic solvents",33.403027,10.1007/bf01141701,3,L. G. Plekhanova,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1007/bf01094659,0,1981.0,"Effect of polarity of medium on thermal stability of 1,4-benzoquinone diazides",30.404572,10.1007/bf01141701,4,L. V. Samsonova,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1021/acs.est.9b01386.s001,0,,The Role of Reactive Nitrogen Species in Sensitized Photolysis of Wastewater-Derived Trace Organic Contaminants,29.091944,10.1007/bf01141701,5,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1021/acsanm.1c03376.s001,0,,Dye-Sensitized Lanthanide-Doped Upconversion Nanoparticles for Water Detection in Organic Solvents,28.864326,10.1007/bf01141701,6,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1021/acs.est.5c13885.s001,0,,Dual Pathways in 222 nm Far-UVC Photodegradation of Sulfonamides: Direct Photolysis and Radical-Mediated Self-Sensitized Oxidation,28.811504,10.1007/bf01141701,7,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1039/d4ra01369g/v1/review2,0,2024.0,"Review for ""Photolysis of tolfenamic acid in aqueous and organic solvents: a kinetic study""",28.774487,10.1007/bf01141701,8,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1021/acs.jpca.5b10716.s001,0,,"Recombination, Solvation and Reaction of CN Radicals Following Ultraviolet Photolysis of ICN in Organic Solvents",28.755615,10.1007/bf01141701,9,,L. V. Samsonova
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova",10.1039/d4ra01369g/v2/review1,0,2024.0,"Review for ""Photolysis of tolfenamic acid in aqueous and organic solvents: a kinetic study""",28.726637,10.1007/bf01141701,10,,L. V. Samsonova
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1246/bcsj.20220011,1,2022.0,Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles,89.02482,10.1246/bcsj.20220011,1,Akihisa Miyagawa,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1177/0263617417748112,0,2018.0,Studies on adsorption of rare earth elements from nitric acid solution with macroporous silica-based bis(2-ethylhexyl)phosphoric acid impregnated polymeric adsorbent,33.25657,10.1246/bcsj.20220011,2,Qiding Shu,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.31003/uspnf_r1716_01_01,0,,Bis(2-ethylhexyl)phosphoric Acid,33.029003,10.1246/bcsj.20220011,3,,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1039/a902146i,0,1999.0,Novel sorbent extraction technique using a chelating agent impregnated porous PTFE filter tube: preconcentration of In(III) with a bis(2-ethylhexyl) hydrogen phosphate (HDEHP) loaded porous PTFE filter tube,32.70191,10.1246/bcsj.20220011,4,Masahiko Murakami,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1006/jcis.2001.7613,0,2001.0,"Electrical Conductivity of Water/Sodium Bis(2-ethylhexyl) Sulfosuccinate/n-Heptane and Water/Sodium Bis(2-ethylhexyl) Phosphate/n-Heptane Systems: The Influences of Water Content, Bis(2-ethylhexyl) Phosphoric Acid, and Temperature",32.35304,10.1246/bcsj.20220011,5,Quan Li,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1081/ss-100100626,0,2000.0,Zinc Ion Removal from Aqueous Solutions Using Modified Silica Impregnated with 2-Ethylhexyl 2-Ethylhexyl Phosphonic Acid,32.262585,10.1246/bcsj.20220011,6,JONG SUNG KIM,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1016/s0379-6779(02)00054-1,0,2002.0,Protonation/plasticization competitions in polyaniline doped with bis(2-ethylhexyl) hydrogen phosphate,32.17718,10.1246/bcsj.20220011,7,Jadwiga Laska,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1007/s10967-021-07806-9,0,2021.0,Adsorption and separation behavior of strontium and yttrium using a silica-based bis(2-ethylhexyl) hydrogen phosphate adsorbent,31.950954,10.1246/bcsj.20220011,8,Taiga Kawamura,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1007/s44211-023-00402-9,0,2023.0,"Eu(III) transfer in single N,N,N’,N’-tetraoctyldiglycolamide-impregnated polymer-coated silica particle using fluorescence microspectroscopy: transfer mechanism and effect of polymer crosslinking degree",31.833847,10.1246/bcsj.20220011,9,Akihisa Miyagawa,Akihisa Miyagawa
Acid Dissociation Constant of Bis(2-Ethylhexyl) Hydrogen Phosphate Impregnated in a Polymer Layer Coated on Silica Microparticles Akihisa Miyagawa,10.1246/bcsj.20230087,0,2023.0,Kinetic Mass Transfer Behavior of Eu(III) in Nitrilotriacetamide-Impregnated Polymer-Coated Silica Particles,31.20175,10.1246/bcsj.20220011,10,Akihisa Miyagawa,Akihisa Miyagawa
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.1111/j.1440-1827.1986.tb02846.x,1,1986.0,"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations",103.45029,10.1111/j.1440-1827.1986.tb02846.x,1,Akitaka Nonomura,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.1001/archinte.1977.03630190054014,0,1977.0,Aplastic Anemia Associated With Submassive Hepatic Necrosis,40.06853,10.1111/j.1440-1827.1986.tb02846.x,2,Puedsri Watananukul,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.53347/rid-6869,0,2009.0,Submassive hepatic necrosis,39.419853,10.1111/j.1440-1827.1986.tb02846.x,3,Natalie Yang,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.18535/jmscr/v6i11.18,0,2018.0,Renal Malakoplakia- A Case Report,39.29584,10.1111/j.1440-1827.1986.tb02846.x,4,Dr M.M. Litake,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.2165/00128415-199204260-00052,0,1992.0,Piroxicam,37.351967,10.1111/j.1440-1827.1986.tb02846.x,5,&NA;,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.3109/01913129709016374,0,1997.0,Renal Malakoplakia: Report of a Case with Multifocal Involvement,36.23815,10.1111/j.1440-1827.1986.tb02846.x,6,Josep Lloreta,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.1007/s40278-020-86197-5,0,2020.0,Mycophenolate-mofetil/prednisone/tacrolimus,35.46467,10.1111/j.1440-1827.1986.tb02846.x,7,,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.1186/s12879-024-10144-2,0,2024.0,A rare case of prostatic malakoplakia with multidrug-resistant Escherichia coli: a case report,35.1668,10.1111/j.1440-1827.1986.tb02846.x,8,Qing Yang,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.1007/bf03287157,0,1976.0,SUBMASSIVE HEPATIC NECROSIS DUE TO PROPYLTHIOURACIL?,34.678425,10.1111/j.1440-1827.1986.tb02846.x,9,,Akitaka Nonomura
"RENAL AND PROSTATIC MALAKOPLAKIA ASSOCIATED WITH SUBMASSIVE HEPATIC NECROSIS: A Case Report with Immunocytochemical, Ultrastructural and X‐ray Analytical Observations Akitaka Nonomura",10.3109/01913128609032221,0,1986.0,Hepatic Iron Overload in Renal Transplant Recipients: Ultrastructural Observations,34.13474,10.1111/j.1440-1827.1986.tb02846.x,10,W. Robert Anderson,Akitaka Nonomura
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1007/s13226-025-00763-z,1,2025.0,Recurrence relation for restrained domination polynomial of graphs,62.354725,10.1007/s13226-025-00763-z,1,S. Velmurugan,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1142/s179383092250118x,0,2023.0,Restrained domination polynomial of join and corona of graphs,47.414986,10.1007/s13226-025-00763-z,2,S. Velmurugan,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1007/978-3-030-51117-3_5,0,2020.0,Restrained and Total Restrained Domination in Graphs,37.37116,10.1007/s13226-025-00763-z,3,Johannes H. Hattingh,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.26524/cm10,0,2017.0,Restrained Domination Number of Some Path Related Graphs,36.073616,10.1007/s13226-025-00763-z,4,Vaidya S K,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.12988/ijma.2015.57180,0,2015.0,Restrained locating-domination and restrained differentiating-domination in graphs,35.85817,10.1007/s13226-025-00763-z,5,Stephanie A. Omega,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1007/s10587-005-0029-6,0,2005.0,Remarks on restrained domination and total restrained domination in graphs,35.585297,10.1007/s13226-025-00763-z,6,Bohdan Zelinka,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1080/09720529.2019.1681693,0,2019.0,Restrained domination polynomial in graphs,34.980602,10.1007/s13226-025-00763-z,7,K. Kayathri,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.5373/jarpm.1049.072511,0,2013.0,Restrained and Global Restrained Domination in Fuzzy Graphs,33.91443,10.1007/s13226-025-00763-z,8,Talebi,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.1016/j.disc.2007.03.061,0,2008.0,Nordhaus–Gaddum results for restrained domination and total restrained domination in graphs,33.332012,10.1007/s13226-025-00763-z,9,Johannes H. Hattingh,S. Velmurugan
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan,10.12988/ams.2015.54332,0,2015.0,2-Domination and restrained 2-domination in graphs,33.014652,10.1007/s13226-025-00763-z,10,Bernadette D. Domoloan,S. Velmurugan
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.24866/1997-2857/2025-1/99-108,1,2025.0,Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского,110.06234,10.24866/1997-2857/2025-1/99-108,1,Марина Владимировна ЖУКОВА,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.25991/vrhga.2023.4.4.006,0,2023.0,«БУДУЩЕЕ ЦЕЛЬНОЕ МИРОВОЗЗРЕНИЕ» ПАВЛА ФЛОРЕНСКОГО: ОПЫТ РЕКОНСТРУКЦИИ,60.699924,10.24866/1997-2857/2025-1/99-108,2,Сафонов А.А.,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.7256/2070-8955.2015.10.15288,0,2015.0,Рахмановская Е.А. Религиозный аспект философии Ф. Ницше,50.522305,10.24866/1997-2857/2025-1/99-108,3,,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.7256/1812-8696.2014.1.9306,0,2014.0,Рыбакова О.Б. Религиозный аспект легитимации,34.878197,10.24866/1997-2857/2025-1/99-108,4,,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.7256/2409-7144.2017.3.22155,0,2017.0,"Бобков А.И., Кармадонов О.А. Религиозный опыт как фундирующее начало этнической субъектности",32.98603,10.24866/1997-2857/2025-1/99-108,5,,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.47132/2588-0276_2024_2_10,0,2024.0,Metaphysics of Unity and the Christian Worldview: Experience of Interpretation in the Works of E. N. Trubetskoy and Priest Pavel Florensky,31.186928,10.24866/1997-2857/2025-1/99-108,6,Н.Н. Павлюченков,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.25136/2409-7144.2017.9.21348,0,2017.0,Тимкук Д.А. Диалогический аспект Африканского коммунитаризма в философии убунту,30.092228,10.24866/1997-2857/2025-1/99-108,7,,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.37892/2713-2951-2-14-129-153,0,2023.0,КОММОДИФИКАЦИЯ ЯЗЫКОВ И ЯЗЫКОВОЙ ЛАНДШАФТ СТОЛИЦЫ МОНГОЛИИ,29.521679,10.24866/1997-2857/2025-1/99-108,8,Хилханова Эржен Владимировна,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.25136/2409-8728.2018.3.25734,0,2018.0,Нехорошева К.И. Роль философии в развитии критического мышления: опыт Франции,29.446926,10.24866/1997-2857/2025-1/99-108,9,,Марина Владимировна ЖУКОВА
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА,10.22394/2074-7306-2019-1-4-154-159,0,2019.0,ON THE ISSUE OF CRIMINAL LIABILITY OF A LEGAL ENTITY: RUSSIAN AND FOREIGN EXPERIENCE,28.860619,10.24866/1997-2857/2025-1/99-108,10,,Марина Владимировна ЖУКОВА
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1484/j.bpm.5.113341,1,2016.0,"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition",136.68828,10.1484/j.bpm.5.113341,1,Christopher D. Schabel,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1484/j.bpm.5.110807,0,2015.0,"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part I: Author, Text and Reception",101.32312,10.1484/j.bpm.5.113341,2,Christopher D. Schabel,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.2307/j.ctv4rftdw.32,0,2018.0,Appendix 2:,70.911415,10.1484/j.bpm.5.113341,3,,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1484/j.bpm.5.105349,0,2014.0,"5. Francesc Marbres, A.K.A. <i>Iohannes Canonicus</i>",43.836674,10.1484/j.bpm.5.113341,4,Christopher D. Schabel,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004262355_029,0,2015.0,&lt;Tabula quaestionum secundi libri Physicorum&gt;,43.748238,10.1484/j.bpm.5.113341,5,Michiel Streijger,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004262355_004,0,2015.0,&lt;Tabula quaestionum primi libri Physicorum&gt;,43.748238,10.1484/j.bpm.5.113341,6,Michiel Streijger,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004322356_023,0,2016.0,Tabula quaestionum quarti libri Physicorum,43.06106,10.1484/j.bpm.5.113341,7,Michiel Streijger,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004322356_003,0,2016.0,Tabula quaestionum tertii libri Physicorum,42.29152,10.1484/j.bpm.5.113341,8,Michiel Streijger,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004702028_006,0,2024.0,Iohannis Buridani Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam) Libri V–VIII,40.695534,10.1484/j.bpm.5.113341,9,Paul J.J.M. Bakker,Christopher D. Schabel
"The <i>Quaestiones libri Physicorum</i> by Franciscus Marbres (<i>alias</i> Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel",10.1163/9789004262355_043,0,2015.0,Indexes,39.09246,10.1484/j.bpm.5.113341,10,Michiel Streijger,Christopher D. Schabel
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/jelf-2022-2066,1,2022.0,"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11)",131.32947,10.1515/jelf-2022-2066,1,Miyuki Takino,Miyuki Takino
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino",10.1515/9781501504211,0,2020.0,Identity and Pragmatic Language Use,76.91858,10.1515/jelf-2022-2066,2,Yoko Nogami,Miyuki Takino
