query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal
Вопросы совершенствования специального правового режима предпринимательства Калининградской области,cyberleninka,/article/n/osobye-spetsialnye-pravovye-rezhimy-kak-sredstvo-differentsiatsii-pravovogo-regulirovaniya-predprinimatelstva,0,2015.0,Особые (специальные) правовые режимы как средство дифференциации правового регулирования предпринимательства,/article/n/voprosy-sovershenstvovaniya-spetsialnogo-pravovogo-rezhima-predprinimatelstva-v-kaliningradskoy-oblasti,7,Нилов Константин Николаевич,Нилов Константин Николаевич,Вестник Балтийского федерального университета им. И. Канта. Серия: Гуманитарные и общественные науки
Вопросы совершенствования специального правового режима предпринимательства Калининградской области,cyberleninka,/article/n/osnovnye-napravleniya-gosudarstvennoy-podderzhki-malogo-predprinimatelstva-v-prigranichnyh-regionah,0,2012.0,Основные направления государственной поддержки малого предпринимательства в приграничных регионах,/article/n/voprosy-sovershenstvovaniya-spetsialnogo-pravovogo-rezhima-predprinimatelstva-v-kaliningradskoy-oblasti,8,Крукле Владлена Анатольевна,Нилов Константин Николаевич,Russian Journal of Education and Psychology
Вопросы совершенствования специального правового режима предпринимательства Калининградской области,cyberleninka,/article/n/perspektivy-sozdaniya-offshornoy-yurisdiktsii-v-krymu,0,2015.0,Перспективы создания оффшорной юрисдикции в Крыму,/article/n/voprosy-sovershenstvovaniya-spetsialnogo-pravovogo-rezhima-predprinimatelstva-v-kaliningradskoy-oblasti,9,Барсегян Ашот Георгиевич,Нилов Константин Николаевич,Теория и практика общественного развития
Вопросы совершенствования специального правового режима предпринимательства Калининградской области,cyberleninka,/article/n/genezis-pravovoy-politiki-v-oblasti-normativnoy-reglamentatsii-osobyh-administrativno-pravovyh-rezhimov-osuschestvleniya,0,2022.0,Генезис правовой политики в области нормативной регламентации особых административно-правовых режимов осуществления экономической деятельности,/article/n/voprosy-sovershenstvovaniya-spetsialnogo-pravovogo-rezhima-predprinimatelstva-v-kaliningradskoy-oblasti,10,Лакаев О. А.,Нилов Константин Николаевич,Правовая политика и правовая жизнь
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,1,2012.0,"Сравнительный анализ мер воздействия в отношении несовершеннолетних, находящихся в конфликте с законом",/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,1,Долгова Светлана Владимировна,Долгова Светлана Владимировна,Вестник Балтийского федерального университета им. И. Канта. Серия: Гуманитарные и общественные науки
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/osobennosti-vozbuzhdeniya-ugolovnogo-dela-v-otnoshenii-nesovershennoletnih-sravnitelnyy-analiz-nekotoryh-stran-sng-rossiya,0,2026.0,"ОСОБЕННОСТИ ВОЗБУЖДЕНИЯ УГОЛОВНОГО ДЕЛА В ОТНОШЕНИИ НЕСОВЕРШЕННОЛЕТНИХ: СРАВНИТЕЛЬНЫЙ АНАЛИЗ НЕКОТОРЫХ СТРАН СНГ (РОССИЯ, КАЗАХСТАН, УЗБЕКИСТАН, МОЛДАВИЯ)",/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,2,Тазетдинов Р. Р.,Долгова Светлана Владимировна,"Вестник экономики, управления и права"
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/sravnitelnyy-analiz-praktiki-lisheniya-svobody-nesovershennoletnih-po-prigovoru-suda-v-slovenii-i-shveytsarii,0,2016.0,Сравнительный анализ практики лишения свободы несовершеннолетних по приговору суда в Словении и Швейцарии,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,3,Колмакова Н. Л.,Долгова Светлана Владимировна,Пенитенциарная наука
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/sovremennaya-kartina-svoystv-lichnosti-nesovershennoletnego-osuzhdennogo-v-kriminologicheskih-otsenkah-chast-pervaya,0,2017.0,Современная картина свойств личности несовершеннолетнего осужденного в криминологических оценках (часть первая),/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,4,Демидова-Петрова Елизавета Викторовна,Долгова Светлана Владимировна,Мониторинг правоприменения
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/pravovoy-status-nesovershennoletnih-obvinyaemyh-po-zakonodatelstvu-germanii-sravnitelnyy-analiz-s-otechestvennym-zakonodatelstvom,0,2015.0,Правовой статус несовершеннолетних обвиняемых по законодательству Германии: сравнительный анализ с отечественным законодательством,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,5,Терегулова Алсу Илдусовна,Долгова Светлана Владимировна,Вопросы современной юриспруденции
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/prinuditelnye-mery-vospitatelnogo-vozdeystviya-kak-element-instituta-probatsii-v-rf,0,2022.0,ПРИНУДИТЕЛЬНЫЕ МЕРЫ ВОСПИТАТЕЛЬНОГО ВОЗДЕЙСТВИЯ КАК ЭЛЕМЕНТ ИНСТИТУТА ПРОБАЦИИ В РФ,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,6,Сережкина Мария Александровна,Долгова Светлана Владимировна,Теория и практика социогуманитарных наук
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/osvobozhdenie-nesovershennoletnih-ot-ugolovnogo-nakazaniya-po-zakonodatelstvu-germanii,0,2018.0,Освобождение несовершеннолетних от уголовного наказания по законодательству Германии,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,7,Терентьева Валерия Александровна,Долгова Светлана Владимировна,Уголовная юстиция
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/stanovlenie-yuvenalnoy-yustitsii-v-rossii,0,2011.0,Становление ювенальной юстиции в России,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,8,Кузьмина Валентина Михайловна,Долгова Светлана Владимировна,Вестник Российского университета дружбы народов. Серия: Юридические науки
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/ugolovnaya-otvetstvennost-nesovershennoletnih-po-zakonodatelstvu-respubliki-kazahstan-rossiyskoy-federatsii-i-federativnoy,0,2015.0,"Уголовная ответственность несовершеннолетних по законодательству Республики Казахстан, Российской Федерации и Федеративной Республики Германии",/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,9,Жамулдинов Виктор Николаевич,Долгова Светлана Владимировна,Вестник Института законодательства и правовой информации Республики Казахстан
"Сравнительный анализ мер воздействия в отношении несовершеннолетних, в конфликте с законом",cyberleninka,/article/n/prinuditelnye-mery-vospitatelnogo-vozdeystviya-problemy-i-puti-resheniya,0,2017.0,Принудительные меры воспитательного воздействия: проблемы и пути решения,/article/n/sravnitelnyy-analiz-mer-vozdeystviya-v-otnoshenii-nesovershennoletnih-nahodyaschihsya-v-konflikte-s-zakonom,10,Зелик Виталий Анатольевич,Долгова Светлана Владимировна,Политематический сетевой электронный научный журнал Кубанского государственного аграрного университета
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,1,2012.0,Организация немецко-фашистскими властями работы учреждений народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,1,Якутин Александр Владимирович,Якутин Александр Владимирович,Вестник Томского государственного университета
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/voyny-gazetnaya-stroka-osobennosti-funktsionirovaniya-periodicheskoy-pechati-na-vremenno-okkupirovannoy-territorii-v-gody-velikoy,0,2015.0,Войны газетная строка: особенности функционирования периодической печати на временно оккупированной территории в годы Великой Отечественной войны,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,2,Рубанова Татьяна Давыдовна,Якутин Александр Владимирович,Вестник культуры и искусств
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/za-vse-eti-chudovischnye-prestupleniya-prestupnoe-gitlerovskoe-pravitelstvo-komandovanie-germanskoy-armii-i-ih-soobschniki-nesut,0,2025.0,"«ЗА ВСЕ ЭТИ ЧУДОВИЩНЫЕ ПРЕСТУПЛЕНИЯ… ПРЕСТУПНОЕ ГИТЛЕРОВСКОЕ ПРАВИТЕЛЬСТВО, КОМАНДОВАНИЕ ГЕРМАНСКОЙ АРМИИ И ИХ СООБЩНИКИ НЕСУТ ВСЮ ПОЛНОТУ УГОЛОВНОЙ И МАТЕРИАЛЬНОЙ ОТВЕТСТВЕННОСТИ»",/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,3,Вержбицкий Юрий Юрьевич,Якутин Александр Владимирович,Военно-исторический журнал
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/zhizn-i-muzyka-v-okkupirovannom-smolenske-i-nekotoryh-drugih-sovetskih-gorodah-v-gody-velikoy-otechestvennoy-voyny,0,2016.0,Жизнь и музыка в оккупированном Смоленске и некоторых других советских городах в годы Великой Отечественной войны,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,4,Зверева Светлана Георгиевна,Якутин Александр Владимирович,Искусство музыки: теория и история
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/organizatsiya-i-rezultaty-raboty-smolenskoy-oblastnoy-chrezvychaynoy-komissii-po-ustanovleniyu-i-rassledovaniyu-zlodeyaniy-nemetsko,0,2023.0,Организация и результаты работы Смоленской областной чрезвычайной комиссии по установлению и расследованию злодеяний немецко-фашистских захватчиков и их сообщников (1943–1945 годы),/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,5,Занько Евгений Александрович,Якутин Александр Владимирович,Вестник Рязанского государственного университета им. С. А. Есенина
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/sovetskaya-shkola-v-usloviyah-natsistskoy-okkupatsii-1941-1944-gg,0,2015.0,Советская школа в условиях нацистской оккупации (1941-1944 гг. ),/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,6,Кринко Евгений Федорович,Якутин Александр Владимирович,Отечественная и зарубежная педагогика
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/prinuzhdenie-k-prostitutsii-prestuplenie-natsistov-protiv-mirnogo-naseleniya-okkupirovannyh-territoriy-v-gody-velikoy,0,2025.0,Принуждение к проституции – преступление нацистов против мирного населения оккупированных территорий в годы Великой отечественной войны,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,7,Нижник Надежда Степановна,Якутин Александр Владимирович,Вестник Уральского юридического института МВД России
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/problema-vosstanovleniya-kultury-i-obrazovaniya-v-gody-velikoy-otechestvennoy-voyny,0,2015.0,Проблема восстановления культуры и образования в годы Великой Отечественной войны,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,8,Македонская Вера Александровна,Якутин Александр Владимирович,Евразийский Союз Ученых
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/osobennosti-organizatsii-meditsinskogo-obsluzhivaniya-naseleniya-na-okkupirovannyh-territoriyah-sssr-v-period-velikoy-otechestvennoy,0,2020.0,Особенности организации медицинского обслуживания населения на оккупированных территориях СССР в период Великой Отечественной войны,/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,9,Карташев Игорь Владимирович,Якутин Александр Владимирович,Гуманитарные и юридические исследования
Организация немецко-фашистскими властями работы народного образования на территории оккупированной Смоленской области в 1941-1943 гг.,cyberleninka,/article/n/osnovanie-i-deyatelnost-chrezvychaynoy-gosudarstvennoy-komissii-po-ustanovleniyu-i-rassledovaniyu-zlodeyaniy-nemetsko-fashistskih,0,2020.0,ОСНОВАНИЕ И ДЕЯТЕЛЬНОСТЬ ЧРЕЗВЫЧАЙНОЙ ГОСУДАРСТВЕННОЙ КОМИССИИ ПО УСТАНОВЛЕНИЮ И РАССЛЕДОВАНИЮ ЗЛОДЕЯНИЙ НЕМЕЦКО-ФАШИСТСКИХ ЗАХВАТЧИКОВ (1942-1945 ГГ.),/article/n/organizatsiya-nemetsko-fashistskimi-vlastyami-raboty-uchrezhdeniy-narodnogo-obrazovaniya-na-territorii-okkupirovannoy-smolenskoy,10,Алферова Ирина Владимировна,Якутин Александр Владимирович,Вестник Брянского государственного университета
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/perevod-dramy-spetsifika-problemy-podhody,1,2012.0,"Перевод драмы: специфика, проблемы, подходы",/article/n/perevod-dramy-spetsifika-problemy-podhody,1,Олицкая Дарья Александровна,Олицкая Дарья Александровна,Вестник Томского государственного университета
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/teoriya-diskursa-i-perevod-v-sfere-delovogo-obscheniya-1,0,2009.0,Теория дискурса и перевод в сфере делового общения,/article/n/perevod-dramy-spetsifika-problemy-podhody,2,Тарнаева Лариса Петровна,Олицкая Дарья Александровна,Вестник Вятского государственного университета
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/teoriya-diskursa-i-perevod-v-sfere-delovogo-obscheniya-2,0,2009.0,Теория дискурса и перевод в сфере делового общения,/article/n/perevod-dramy-spetsifika-problemy-podhody,3,Тарнаева Лариса Петровна,Олицкая Дарья Александровна,Сибирский педагогический журнал
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/osobennosti-perevoda-bezekvivalentnoy-leksiki,0,2025.0,ОСОБЕННОСТИ ПЕРЕВОДА БЕЗЭКВИВАЛЕНТНОЙ ЛЕКСИКИ,/article/n/perevod-dramy-spetsifika-problemy-podhody,4,Подоляка И. В.,Олицкая Дарья Александровна,Вестник науки
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/multiplikatsionnyy-film-kak-perevodcheskaya-problema,0,2015.0,Мультипликационный фильм как переводческая проблема,/article/n/perevod-dramy-spetsifika-problemy-podhody,5,Скороходько С. А.,Олицкая Дарья Александровна,Мировая литература на перекрестье культур и цивилизаций
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/k-probleme-hudozhestvennogo-perevoda-poeticheskih-proizvedeniy-lezginskih-avtorov-na-russkiy-yazyk-na-primere-stihotvoreniya-kyure,0,2016.0,К проблеме художественного перевода поэтических произведений лезгинских авторов на русский язык (на примере стихотворения Кюре Мелика),/article/n/perevod-dramy-spetsifika-problemy-podhody,6,Гашарова А. Р.,Олицкая Дарья Александровна,"Мир науки, культуры, образования"
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/nine-stories-vladimira-nabokova-zhurnalnyy-kontekst-i-problemy-avtorskogo-perevoda,0,2025.0,«Nine Stories» Владимира Набокова: журнальный контекст и проблемы авторского перевода,/article/n/perevod-dramy-spetsifika-problemy-podhody,7,Лучинский Юрий Викторович,Олицкая Дарья Александровна,Американистика: актуальные подходы и современные исследования
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/lingvodidaktika-perevoda-voennogo-termina,0,2009.0,Лингводидактика перевода военного термина,/article/n/perevod-dramy-spetsifika-problemy-podhody,8,Бушев Александр Борисович,Олицкая Дарья Александровна,Армия и общество
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/osobennosti-perevoda-kitayskoy-politicheskoy-terminologii-s-natsionalnoy-spetsifikoy-na-russkiy-yazyk-v-kontekste-formirovaniya,0,2025.0,ОСОБЕННОСТИ ПЕРЕВОДА КИТАЙСКОЙ ПОЛИТИЧЕСКОЙ ТЕРМИНОЛОГИИ С НАЦИОНАЛЬНОЙ СПЕЦИФИКОЙ НА РУССКИЙ ЯЗЫК В КОНТЕКСТЕ ФОРМИРОВАНИЯ НАЦИОНАЛЬНОГО ИМИДЖА,/article/n/perevod-dramy-spetsifika-problemy-podhody,9,Чень Ченьлин,Олицкая Дарья Александровна,Universum: филология и искусствоведение
"Перевод специфика, проблемы, подходы",cyberleninka,/article/n/k-voprosu-o-problemno-obuslovlennom-fragmentarnom-pismennom-perevode,0,2017.0,К вопросу о проблемно обусловленном фрагментарном письменном переводе,/article/n/perevod-dramy-spetsifika-problemy-podhody,10,Степанюк В. В.,Олицкая Дарья Александровна,Вестник Пермского национального исследовательского политехнического университета. Проблемы языкознания и педагогики
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,1,2012.0,Нормы виртуального общения в дискурсе русскоязычных чатов,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,1,Антипов Александр Геннадьевич,Антипов Александр Геннадьевич,Вестник Томского государственного университета
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/politizirovannye-nikneymy-v-onomasticheskom-prostranstve-chatov,0,2011.0,Политизированные никнеймы в ономастическом пространстве чатов,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,2,Аникина Татьяна Вячеславовна,Антипов Александр Геннадьевич,Политическая лингвистика
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/kommunikatsiya-i-identifikatsiya-v-sotsialnyh-setyah-faktory-tipazhi-natsionalno-kulturnaya-spetsifika-na-materiale-sotsialnoy-seti,0,2013.0,"Коммуникация и идентификация в социальных сетях: факторы, типажи, национально-культурная специфика (на материале социальной сети Твиттер)",/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,3,Овчинникова Ирина Германовна,Антипов Александр Геннадьевич,Вестник Пермского университета. Серия: Политология
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/sovremennaya-yazykovaya-lichnost-v-polietnicheskom-prostranstve-na-primere-kabardino-balkarii,0,2012.0,Современная языковая личность в полиэтническом пространстве (на примере Кабардино-Балкарии),/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,4,Башиева Светлана Конакбиевна,Антипов Александр Геннадьевич,Актуальные проблемы филологии и педагогической лингвистики
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/psevdonimy-v-nemetskih-i-russkih-chatah,0,2009.0,Псевдонимы в немецких и русских чатах,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,5,Романова Мария Сергеевна,Антипов Александр Геннадьевич,Вестник Вятского государственного университета
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/yazyk-interneta-kak-obekt-lingvisticheskih-issledovaniy,0,2009.0,Язык Интернета как объект лингвистических исследований,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,6,Морослин П. В.,Антипов Александр Геннадьевич,Russian Journal of Linguistics
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/yazyk-interneta-kak-obekt-lingvisticheskih-issledovaniy-1,0,2022.0,ЯЗЫК ИНТЕРНЕТА КАК ОБЪЕКТ ЛИНГВИСТИЧЕСКИХ ИССЛЕДОВАНИЙ,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,7,Навбахор Гуломовна Жабборова,Антипов Александр Геннадьевич,Central Asian Academic Journal of Scientific Research
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/interaktivnyy-chat-kak-osobaya-forma-bytiya-i-reprezentatsiy-lichnosti-russkoyazychnyy-diskurs,0,2015.0,Интерактивный чат как особая форма бытия и репрезентаций личности (русскоязычный дискурс),/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,8,Завьялова Зинаида Сергеевна,Антипов Александр Геннадьевич,Векторы благополучия: экономика и социум
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/k-voprosu-o-harakteristikah-kompyuterno-oposredstvennoy-kommunikatsii-na-primere-forumov-i-chatov,0,2012.0,К вопросу о характеристиках компьютерно-опосредственной коммуникации на примере форумов и чатов,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,9,Надобко Юлия Витальевна,Антипов Александр Геннадьевич,Lingua mobilis
Нормы виртуального общения в русскоязычных чатов,cyberleninka,/article/n/prichiny-kommunikativnyh-neudach-v-internet-diskurse,0,2016.0,Причины коммуникативных неудач в интернет-дискурсе,/article/n/normy-virtualnogo-obscheniya-v-diskurse-russkoyazychnyh-chatov,10,Широких Елена Александровна,Антипов Александр Геннадьевич,Вестник Удмуртского университета. Серия «История и филология»
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,1,2012.0,Личный интерес свидетеля в уголовном судопроизводстве. Взаимосвязь личного интереса свидетеля и осуществляемых им функций,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,1,Сапов Евгений Юрьевич,Сапов Евгений Юрьевич,Вестник Томского государственного университета
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/sistema-chastnyh-interesov-v-rossiyskom-ugolovnom-protsesse-i-rol-kategorii-soglasie-v-obespechenii-ee-sbalansirovannosti,0,2022.0,СИСТЕМА ЧАСТНЫХ ИНТЕРЕСОВ В РОССИЙСКОМ УГОЛОВНОМ ПРОЦЕССЕ И РОЛЬ КАТЕГОРИИ &quot;СОГЛАСИЕ&quot; В ОБЕСПЕЧЕНИИ ЕЕ СБАЛАНСИРОВАННОСТИ,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,2,Насонов Александр Александрович,Сапов Евгений Юрьевич,Вестник Воронежского института МВД России
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/lichnyy-interes-kak-faktor-opredelyayuschiy-postroenie-sistemy-lits-zaschischayuschih-svoi-ili-predstavlyaemye-prava-i-interesy,0,2022.0,"ЛИЧНЫЙ ИНТЕРЕС КАК ФАКТОР, ОПРЕДЕЛЯЮЩИЙ ПОСТРОЕНИЕ СИСТЕМЫ ЛИЦ, ЗАЩИЩАЮЩИХ СВОИ ИЛИ ПРЕДСТАВЛЯЕМЫЕ ПРАВА И ИНТЕРЕСЫ",/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,3,Насонов А. А.,Сапов Евгений Юрьевич,Вестник Волгоградской академии МВД России
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/zakonnye-interesy-svidetelya-v-ugolovnom-sudoproizvodstve,0,2024.0,ЗАКОННЫЕ ИНТЕРЕСЫ СВИДЕТЕЛЯ В УГОЛОВНОМ СУДОПРОИЗВОДСТВЕ,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,4,Мазюк Роман Васильевич,Сапов Евгений Юрьевич,Baikal Research Journal
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/rol-svidetelya-v-ugolovnom-protsesse,0,2019.0,Роль свидетеля в уголовном процессе,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,5,Аббасов Илгар Илхам Оглы,Сапов Евгений Юрьевич,Вестник Челябинского государственного университета. Серия: Право
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/realizatsiya-vospitatelnoy-funktsii-doprosa-svidetelya-kak-elementa-protivodeystviya-prestupleniyam-ekstremistskoy-napravlennosti,0,2020.0,Реализация воспитательной функции допроса свидетеля как элемента противодействия преступлениям экстремистской направленности,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,6,Славгородская Ольга Александровна,Сапов Евгений Юрьевич,Legal Concept
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/voprosy-obespecheniya-gosudarstvennoy-zaschity-uchastnikov-ugolovnogo-sudoproizvodstva,0,2015.0,Вопросы обеспечения государственной защиты участников уголовного судопроизводства,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,7,Абдуллаев Я. Д.,Сапов Евгений Юрьевич,Вестник Нижегородского университета им. Н. И. Лобачевского
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/pravovoe-i-psihologicheskoe-obespechenie-bezopasnosti-lits-podlezhaschih-gosudarstvennoy-zaschite,0,2025.0,"Правовое и психологическое обеспечение безопасности лиц, подлежащих государственной защите",/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,8,Скосырская Ю. А.,Сапов Евгений Юрьевич,Виктимология
